MWP,GLON,GLAT,Disp,MajAxis,MinAxis,Reff,e_Reff,theta,e_theta,Ecc,HR2,HR3,RelFlag,HierFlag,IDDR1,IDA14,Dist,IDCW,Simbad,_RA.icrs,_DE.icrs,rank
2G0522299+0073761,52.23,0.7376,0.12,0.59,0.38,0.5,0.15,50,69,0.76,0.41,0.36,R,,1G052231+007378,G052.232+00.735,10.9,N113,Simbad,291.2516,17.4559,1
2G3533525-0013962,353.3525,-0.1396,0.25,1.61,1.49,1.55,0.3,32,99,0.38,0.5,0.59,R,,1G353353-001413,G353.350-00.143,,CS57,Simbad,262.347,-34.6222,1
2G0303803-0010861,30.3803,-0.1086,0.23,0.45,0.36,0.41,0.14,31,102,0.61,0.09,0.08,C,,1G030381-001074,G030.380-00.110,6.2,,Simbad,281.7921,-2.3203,1
2G3212678+0032015,321.2679,0.3201,0.15,0.6,0.53,0.57,0.19,27,93,0.47,0.23,0.14,R,,1G321268+003198,,,,Simbad,228.559,-57.3775,1
2G0244974+0048379,24.4974,0.4838,0.22,0.8,0.64,0.72,0.19,32,80,0.59,0.18,0.27,R,,1G024497+004850,G024.497+00.482,,,Simbad,278.5583,-7.2782,1
2G0291175+0009285,29.1175,0.0929,0.11,0.22,0.13,0.18,0.11,178,85,0.82,0.13,0.11,R,,,G029.117+00.091,,,Simbad,281.0353,-3.3518,1
2G0195052-0019067,19.5052,-0.1907,0.27,0.78,0.55,0.67,0.13,41,101,0.71,0.25,0.36,R,,1G019505-001900,G019.504-00.193,12.8,N25,Simbad,276.8195,-12.0153,1
2G3236811+0063003,323.6812,0.63,0.26,0.82,0.65,0.74,0.25,70,81,0.61,,0.26,C,,1G323681+006311,G323.680+00.631,,,Simbad,231.9431,-55.8121,1
2G0272783+0016122,27.2784,0.1612,0.31,0.68,0.58,0.64,0.32,36,80,0.52,0.2,0.3,R,,1G027279+001615,G027.279+00.160,12.5,,Simbad,280.1311,-4.9561,1
2G0283195-0002341,28.3195,-0.0234,0.43,0.93,0.58,0.78,0.23,160,131,0.78,0.13,0.11,R,,1G028314-000245,G028.312-00.031,,,Simbad,280.7736,-4.1148,1
2G3563564+0022797,356.3564,0.228,0.26,0.77,0.63,0.7,0.32,57,99,0.58,0.24,0.28,R,,1G356354+002249,G356.351+00.223,,CS28,Simbad,263.9403,-31.9048,1
2G3526684-0037273,352.6684,-0.3727,0.3,1.4,0.96,1.2,0.16,126,83,0.73,,0.15,C,,1G352658-003636,,,CS67,Simbad,262.122,-35.321,1
2G0188910-0034104,18.891,-0.341,2.1,12.33,7.86,10.34,2.17,62,116,0.77,0.1,0.34,R,P,1G018908-003146,G018.914-00.329,,N24,Simbad,276.6628,-12.6288,1
2G0126322+0007098,12.6323,0.071,0.1,0.27,0.2,0.24,0.06,38,79,0.65,0.23,0.17,R,,1G012631+000707,G012.629+00.070,,,Simbad,273.22,-17.9507,1
2G0196761-0013237,19.6761,-0.1324,0.2,0.42,0.23,0.34,0.1,18,70,0.84,,0.23,C,,1G019680-001298,G019.677-00.134,11.9,,Simbad,276.8481,-11.8369,1
2G0298888-0000388,29.8889,-0.0039,0.07,0.67,0.37,0.54,0.05,89,44,0.83,,0.28,C,,1G029887-000017,G029.889-00.007,,,Simbad,281.4744,-2.7098,1
2G0327305+0021206,32.7305,0.2121,0.17,0.56,0.51,0.53,0.1,178,118,0.42,0.13,0.28,R,,1G032731+002120,G032.733+00.209,13.2,,Simbad,282.5789,-0.0825,1
2G3327691-0000634,332.7691,-0.0063,0.17,0.46,0.36,0.41,0.26,42,85,0.62,0.22,0.21,R,,1G332768-000089,G332.766-00.006,,,Simbad,244.3818,-50.5396,1
2G0139644-0014848,13.9644,-0.1485,0.13,0.37,0.3,0.34,0.07,167,52,0.6,,0.13,C,,1G013964-001485,G013.962-00.149,,,Simbad,274.0891,-16.8852,1
2G2993266-0030612,299.3267,-0.3061,0.46,0.37,0.29,0.34,0.17,18,88,0.62,0.07,0.23,R,,,G299.326-00.311,,,Simbad,184.9104,-62.9551,1
2G0494860-0025799,49.486,-0.258,0.07,0.26,0.19,0.23,0.07,15,58,0.7,0.15,0.24,R,,,G049.485-00.258,,,Simbad,290.8132,14.5675,1
2G3266875-0045366,326.6876,-0.4537,0.5,2.13,1.69,1.92,0.24,53,76,0.61,,0.17,C,,1G326689-004543,G326.685-00.452,,,Simbad,237.3336,-54.9016,1
2G3332526+0006757,333.2527,0.0676,0.13,0.76,0.5,0.64,0.08,15,61,0.75,,0.67,C,,1G333256+000644,G333.255+00.065,,,Simbad,244.8428,-50.1487,1
2G0243585+0004866,24.3586,0.0487,0.27,0.81,0.65,0.74,0.14,51,109,0.61,0.12,0.25,R,,1G024360+000496,G024.356+00.048,7.7,,Simbad,278.8833,-7.6018,1
2G0109642+0000808,10.9643,0.0081,0.16,0.46,0.31,0.39,0.15,138,112,0.74,0.15,0.18,R,,1G010965+000116,G010.964+00.006,14.1,,Simbad,272.43,-19.4427,1
2G3126958-0011417,312.6958,-0.1142,0.44,1.93,1.5,1.73,0.42,53,54,0.63,0.17,0.51,R,,1G312693-001139,G312.681-00.110,,S127,Simbad,213.6101,-61.4025,1
2G3211262-0052216,321.1263,-0.5222,0.64,2.3,1.45,1.92,0.52,57,82,0.78,0.36,0.44,R,,1G321119-004957,G321.115-00.546,3.8,,Simbad,229.1589,-58.1695,1
2G3382827-0036667,338.2828,-0.3667,0.2,0.68,0.58,0.63,0.13,95,88,0.52,0.13,0.19,R,,1G338283-003672,G338.289-00.373,,,Simbad,250.5276,-46.7858,1
2G3324127+0004717,332.4128,0.0472,0.5,2.68,2.52,2.6,0.51,57,105,0.35,0.26,0.44,R,,1G332413+000521,G332.415+00.053,,S52,Simbad,243.919,-50.7485,1
2G3405442+0012106,340.5443,0.1211,0.38,0.49,0.39,0.44,0.29,54,97,0.59,0.14,0.24,R,,1G340546+001178,G340.542+00.124,,,Simbad,252.11,-44.7525,1
2G3292653+0004730,329.2654,0.0473,0.15,0.3,0.21,0.25,0.1,20,96,0.71,0.23,0.21,R,,1G329266+000480,G329.265+00.046,,,Simbad,240.1551,-52.8688,1
2G3310081-0015071,331.0082,-0.1507,0.45,2.71,2.5,2.6,0.51,37,113,0.38,0.47,0.61,R,,1G331011-001485,G331.020-00.143,,S64,Simbad,242.4996,-51.8552,1
2G0196058-0090608,19.6058,-0.9061,0.12,0.38,0.23,0.31,0.11,133,132,0.8,0.19,0.33,R,,1G019605-009038,G019.604-00.905,12.8,,Simbad,277.5153,-12.2584,1
2G0596103+0091680,59.6103,0.9168,0.05,0.23,0.2,0.21,0.04,5,111,0.47,0.24,0.47,R,,,G059.612+00.917,4.3,,Simbad,294.8937,24.0061,1
2G3534113-0037651,353.4114,-0.3765,0.66,1.77,1.39,1.59,0.39,9,102,0.62,0.08,0.06,C,,1G353405-003705,G353.408-00.381,,CS55,Simbad,262.6268,-34.7037,1
2G3381041+0002124,338.1042,0.0213,0.1,0.36,0.32,0.34,0.07,43,108,0.46,0.2,0.29,R,,1G338104+000214,G338.106+00.020,,,Simbad,249.9309,-46.6628,1
2G0251554+0006116,25.1554,0.0612,0.13,0.49,0.38,0.44,0.21,32,77,0.64,0.2,0.18,R,,1G025155+000609,G025.155+00.059,,,Simbad,279.2414,-6.8885,1
2G3455103+0015943,345.5104,0.1594,0.07,0.27,0.23,0.25,0.12,39,102,0.47,0.18,0.25,R,,1G345511+001596,G345.510+00.160,,,Simbad,256.2985,-40.8494,1
2G3463270-0017328,346.3271,-0.1733,0.07,0.37,0.2,0.3,0.06,29,86,0.85,0.13,0.2,R,,1G346327-001731,G346.327-00.174,,,Simbad,257.2952,-40.3963,1
2G3179876-0075048,317.9876,-0.7505,0.64,1.53,1.11,1.34,0.47,163,112,0.69,0.4,0.44,R,,1G317989-007519,G317.988-00.754,,S104,Simbad,224.0735,-59.9212,1
2G0288267-0022817,28.8267,-0.2282,0.33,1.26,1.09,1.18,0.36,39,143,0.51,0.54,0.65,R,,1G028828-002282,G028.823-00.226,5.5,N49,Simbad,281.1885,-3.7572,1
2G0341633+0014499,34.1633,0.145,0.49,2.86,2.41,2.64,0.38,70,145,0.54,0.2,0.51,R,,1G034164+001462,G034.158+00.147,,N61,Simbad,283.292,1.162,1
2G0062015-0033631,6.2015,-0.3363,0.22,1.04,0.79,0.92,0.16,58,65,0.64,,0.39,C,,1G006200-003369,G006.200-00.342,,CN79,Simbad,270.2451,-23.7646,1
2G3372869-0011177,337.287,-0.1118,0.12,0.34,0.27,0.31,0.09,176,89,0.61,0.18,0.2,R,,1G337287-001131,G337.285-00.113,,,Simbad,249.2757,-47.3599,1
2G3217866-0068620,321.7867,-0.6862,0.16,0.5,0.42,0.46,0.19,24,104,0.57,0.19,0.11,R,,1G321787-006866,G321.786-00.687,,,Simbad,230.3797,-57.9551,1
2G0346968-0064957,34.6969,-0.6496,0.08,0.55,0.48,0.52,0.09,179,94,0.5,0.19,0.19,R,D,1G034697-006506,G034.697-00.656,,,Simbad,284.2427,1.2744,1
2G3021312-0000545,302.1312,-0.0054,0.12,0.55,0.39,0.48,0.2,6,53,0.71,0.11,0.16,R,,1G302131-000076,G302.131-00.005,,,Simbad,191.1036,-62.8662,1
2G3563404-0009054,356.3405,-0.0905,0.26,0.34,0.24,0.29,0.21,65,102,0.72,0.07,0.12,C,,,G356.340-00.092,,,Simbad,264.2466,-32.0897,1
2G0495357+0020551,49.5357,0.2055,0.2,0.38,0.27,0.33,0.23,173,75,0.72,0.26,0.1,R,,1G049536+002056,G049.535+00.206,,,Simbad,290.4149,14.8298,1
2G0343335+0021339,34.3336,0.2134,0.48,1.4,1.22,1.31,0.39,77,117,0.49,0.35,0.49,R,,1G034334+002126,G034.333+00.212,10.0,N62,Simbad,283.3088,1.3448,1
2G0238802-0034954,23.8803,-0.3495,0.1,0.49,0.37,0.43,0.23,166,65,0.65,0.27,0.13,R,,1G023881-003497,G023.880-00.350,,,Simbad,279.0181,-8.2096,1
2G3283522-0055723,328.3522,-0.5572,0.12,0.57,0.51,0.54,0.11,53,97,0.47,,0.35,C,,1G328354-005568,G328.356-00.559,,,Simbad,239.6535,-53.9223,1
2G3501160+0012729,350.1161,0.1273,0.09,0.22,0.14,0.19,0.05,58,73,0.76,,0.22,C,,,G350.117+00.126,,,Simbad,259.8255,-37.1469,1
2G0181899-0039321,18.19,-0.3932,0.72,2.04,1.5,1.79,0.55,59,86,0.67,0.37,0.56,R,,1G018193-004002,G018.187-00.415,3.6,N21,Simbad,276.3747,-13.2732,1
2G3459135+0000939,345.9135,0.0094,0.47,1.18,0.97,1.08,0.37,24,91,0.56,0.26,0.25,R,,1G345913+000107,G345.917+00.004,,S10,Simbad,256.7772,-40.6183,1
2G0184420+0001217,18.4421,0.0122,0.05,0.28,0.2,0.24,0.03,172,97,0.73,,0.28,C,,,G018.441+00.013,,,Simbad,276.1277,-12.8609,1
2G0453851-0071547,45.3852,-0.7155,0.91,1.74,1.47,1.61,0.75,17,101,0.54,0.46,0.44,R,,1G045387-007155,G045.391-00.725,8.0,N95,Simbad,289.2546,10.7317,1
2G3277104-0038887,327.7105,-0.3889,0.17,0.4,0.29,0.35,0.07,6,128,0.69,0.11,0.08,C,,,G327.708-00.392,,,Simbad,238.6319,-54.2062,1
2G3549361+0033129,354.9362,0.3313,0.13,0.44,0.38,0.41,0.23,6,93,0.51,0.24,0.12,R,,1G354937+003314,G354.936+00.330,,CS40,Simbad,262.9223,-33.0406,1
2G0187437+0025118,18.7438,0.2512,0.16,0.91,0.59,0.77,0.13,14,77,0.76,0.13,0.33,R,,1G018743+002521,G018.741+00.250,14.2,,Simbad,276.0559,-12.4824,1
2G3522351-0015251,352.2351,-0.1525,0.08,0.38,0.28,0.33,0.06,58,68,0.68,,0.29,C,,1G352235-001513,G352.234-00.152,,CS72,Simbad,261.6015,-35.5585,1
2G3313968-0018167,331.3969,-0.1817,0.06,0.29,0.24,0.27,0.09,48,97,0.59,0.39,0.3,R,,1G331397-001815,G331.398-00.182,,S58,Simbad,242.9935,-51.6134,1
2G3452078-0053658,345.2078,-0.5366,0.17,0.4,0.27,0.34,0.09,172,90,0.74,0.19,0.08,R,,1G345210-005382,G345.211-00.538,,,Simbad,256.7938,-41.5104,1
2G3546822+0047269,354.6823,0.4727,0.38,1.44,1.22,1.33,0.4,30,85,0.54,0.5,0.53,R,,1G354683+004723,G354.685+00.469,,CS44,Simbad,262.6148,-33.1752,1
2G0218729+0000495,21.873,0.005,0.28,0.43,0.36,0.4,0.2,43,89,0.56,0.14,0.13,R,,1G021873+000095,G021.873+00.005,13.5,,Simbad,277.7622,-9.8271,1
2G0428327-0015941,42.8327,-0.1594,0.37,1.21,1.03,1.12,0.47,19,96,0.53,0.49,0.45,R,,1G042834-001579,G042.834-00.157,,N84,Simbad,287.553,8.7288,1
2G0088122-0001982,8.8123,-0.0198,0.08,0.53,0.38,0.46,0.08,53,36,0.7,,0.26,C,,1G008813-000178,G008.811-00.023,,CN121,Simbad,271.3392,-21.3365,1
2G3246473-0031274,324.6474,-0.3127,0.17,1.06,0.89,0.98,0.13,34,47,0.54,,0.17,C,,1G324650-003130,G324.642-00.321,,S81,Simbad,234.3214,-56.0273,1
2G0061424-0063722,6.1425,-0.6372,0.3,1.03,0.78,0.92,0.24,3,127,0.65,0.26,0.49,R,,1G006142-006403,G006.142-00.641,,CN77,Simbad,270.4991,-23.9648,1
2G3424942+0098569,342.4943,0.9857,0.18,0.98,0.7,0.85,0.22,39,93,0.7,0.39,0.56,R,,1G342493+009855,G342.492+00.986,,,Simbad,252.9189,-42.7011,1
2G0496993-0016204,49.6994,-0.162,0.4,1.79,1.69,1.74,0.31,43,128,0.32,0.51,0.58,R,,1G049699-001620,G049.690-00.166,5.4,N102 N103,Simbad,290.83,14.8009,1
2G0244499+0010248,24.45,0.1025,0.25,0.81,0.52,0.68,0.18,148,108,0.76,0.14,0.26,R,,1G024453+001018,G024.454+00.106,,,Simbad,278.8776,-7.4959,1
2G0362810+0072179,36.281,0.7218,1.06,2.39,1.56,2.02,0.45,156,140,0.76,0.09,0.34,R,,1G036269+007047,G036.267+00.697,5.1,,Simbad,283.7448,3.3097,1
2G0443311-0084125,44.3311,-0.8413,0.82,2.31,1.55,1.97,0.59,17,94,0.74,0.45,0.47,R,,1G044332-008343,G044.331-00.837,6.1,N92,Simbad,288.8687,9.7405,1
2G0421121-0044277,42.1121,-0.4428,0.16,0.49,0.41,0.45,0.28,18,104,0.55,0.39,0.42,R,D,,G042.111-00.444,8.9,N83,Simbad,287.4709,7.9588,1
2G3093504-0058511,309.3504,-0.5851,0.2,0.58,0.53,0.55,0.28,47,97,0.43,0.13,0.21,R,,1G309350-005844,G309.350-00.587,,,Simbad,206.9904,-62.7503,1
2G3528272+0093591,352.8272,0.9359,0.71,1.42,1.18,1.31,0.31,167,84,0.56,,0.13,C,,1G352835+009401,G352.838+00.934,,,Simbad,260.9078,-34.4574,1
2G3202816+0044453,320.2817,0.4445,0.78,3.29,2.18,2.79,0.53,146,107,0.75,0.05,0.09,C,,1G320281+004505,G320.248+00.442,2.1,,Simbad,226.8573,-57.772,1
2G0128886-0004544,12.8887,-0.0454,0.14,0.53,0.41,0.47,0.09,59,127,0.64,0.22,0.26,R,,1G012888-000434,G012.887-00.048,,N9,Simbad,273.4564,-17.7814,1
2G0233741+0045730,23.3742,0.4573,1.03,1.1,0.69,0.92,0.5,40,71,0.78,0.1,0.16,R,,1G023371+004598,G023.376+00.452,,,Simbad,278.059,-8.2869,1
2G0248361+0009362,24.8361,0.0936,1.09,3.15,1.83,2.57,0.64,32,83,0.81,0.28,0.4,R,,1G024839+000964,G024.844+00.093,6.3,N36,Simbad,279.0646,-7.1571,1
2G0105997-0038048,10.5998,-0.3805,0.07,0.52,0.38,0.46,0.06,79,68,0.7,,0.33,C,,1G010600-003806,G010.596-00.381,5.0,,Simbad,272.6044,-19.9496,1
2G0117612-0007093,11.7612,-0.0709,0.03,0.16,0.12,0.14,0.03,72,46,0.65,,0.25,C,,,G011.761-00.071,,,Simbad,272.9101,-18.7828,1
2G0209913+0010005,20.9913,0.1001,0.17,0.6,0.48,0.54,0.1,32,81,0.6,0.16,0.24,R,,1G020991+000963,G020.988+00.092,14.1,,Simbad,277.2614,-10.5643,1
2G3224406+0096455,322.4406,0.9646,0.16,0.7,0.55,0.63,0.07,7,83,0.62,,0.16,C,,1G322442+009626,G322.440+00.963,,,Simbad,229.7588,-56.2118,1
2G0431110+0001676,43.1111,0.0168,0.09,0.46,0.41,0.43,0.06,14,59,0.47,,0.17,C,,1G043112+000187,G043.110+00.016,,,Simbad,287.525,9.0571,1
2G3056599+0049508,305.66,0.4951,0.09,0.56,0.35,0.47,0.05,16,27,0.77,,0.18,C,,1G305660+004962,G305.663+00.494,,,Simbad,198.7268,-62.2523,1
2G0502691-0043579,50.2692,-0.4358,0.21,0.3,0.23,0.26,0.11,28,73,0.64,0.18,0.12,R,,1G050269-004353,G050.270-00.435,,,Simbad,291.3589,15.1732,1
2G3306576+0057680,330.6577,0.5768,0.1,0.35,0.21,0.29,0.13,84,75,0.8,0.17,0.28,R,,1G330659+005769,G330.656+00.577,,,Simbad,241.2919,-51.552,1
2G3360136-0036879,336.0137,-0.3688,0.07,0.25,0.21,0.23,0.08,23,125,0.52,0.41,0.18,R,,,,,,Simbad,248.2744,-48.4722,1
2G0438890-0079970,43.889,-0.7997,0.11,0.45,0.37,0.41,0.09,102,120,0.58,0.2,0.46,R,,,G043.887-00.800,3.9,,Simbad,288.623,9.3684,1
2G0347438-0010159,34.7438,-0.1016,0.07,0.32,0.19,0.26,0.07,174,58,0.81,,0.19,C,,,G034.744-00.102,,,Simbad,283.7763,1.5661,1
2G0132128-0014100,13.2128,-0.141,0.25,0.57,0.42,0.5,0.21,147,121,0.69,0.34,0.27,R,,1G013213-001410,G013.215-00.145,,,Simbad,273.7072,-17.5424,1
2G0131880+0003775,13.1881,0.0377,0.5,1.4,1.19,1.3,0.33,33,111,0.53,0.15,0.33,R,,1G013189+000428,G013.186+00.042,,N10,Simbad,273.5302,-17.4787,1
2G2974946-0076141,297.4947,-0.7614,0.61,1.86,1.53,1.71,0.48,30,95,0.57,0.34,0.12,R,,1G297498-007625,G297.497-00.758,10.2,,Simbad,180.7625,-63.1212,1
2G0498402+0036472,49.8402,0.3647,0.17,0.32,0.26,0.29,0.15,168,102,0.56,0.07,0.44,R,,1G049841+003647,G049.840+00.367,10.8,,Simbad,290.4179,15.1734,1
2G3325833-0056189,332.5833,-0.5619,0.13,0.42,0.3,0.36,0.12,127,71,0.69,,0.13,C,,1G332584-005622,G332.585-00.561,,,Simbad,244.7857,-51.0669,1
2G3532194-0025383,353.2194,-0.2538,0.4,1.44,1.31,1.38,0.4,25,79,0.41,0.23,0.07,R,,1G353221-002500,G353.221-00.243,,CS60,Simbad,262.3734,-34.7962,1
2G3348431+0021389,334.8431,0.2139,0.11,0.37,0.31,0.34,0.13,49,95,0.55,0.23,0.38,R,,1G334844+002143,G334.842+00.213,,,Simbad,246.4123,-48.9185,1
2G0392473-0006156,39.2473,-0.0616,0.06,0.4,0.3,0.35,0.03,159,95,0.68,,0.24,C,,1G039248-000574,G039.248-00.064,11.6,,Simbad,285.8035,5.59,1
2G3137928+0070900,313.7929,0.709,0.3,0.94,0.61,0.79,0.27,115,137,0.76,0.3,0.57,R,,1G313791+007065,G313.790+00.705,,S121,Simbad,215.1859,-60.2659,1
2G3055340+0035769,305.5341,0.3577,0.22,1.07,0.99,1.03,0.31,71,93,0.38,0.45,0.5,R,D,1G305535+003577,G305.535+00.357,4.9,S150,Simbad,198.4832,-62.4003,1
2G3174585-0053063,317.4585,-0.5306,0.11,0.36,0.27,0.32,0.07,52,67,0.66,0.08,0.33,R,,1G317462-005276,G317.458-00.533,15.0,,Simbad,222.933,-59.9653,1
2G3325465-0014396,332.5465,-0.144,0.37,1.31,0.95,1.14,0.27,47,113,0.69,0.07,0.31,R,,1G332547-001436,G332.554-00.153,,,Simbad,244.281,-50.7934,1
2G3351959-0038360,335.1959,-0.3836,0.11,0.39,0.35,0.37,0.13,81,80,0.48,0.15,0.17,R,,1G335196-003842,G335.195-00.385,,,Simbad,247.4414,-49.0785,1
2G3480590+0024352,348.059,0.2435,0.28,0.63,0.55,0.59,0.14,69,154,0.48,0.12,0.24,R,,1G348059+002450,G348.060+00.247,,,Simbad,258.19,-38.7538,1
2G0203210+0007528,20.321,0.0753,0.13,0.45,0.31,0.38,0.08,48,76,0.72,,0.26,C,,1G020322+000746,G020.321+00.075,11.3,,Simbad,276.9666,-11.1694,1
2G3053839-0024531,305.3839,-0.2453,0.35,1.4,1.19,1.3,0.35,63,85,0.53,0.34,0.49,R,,1G305384-002439,G305.384-00.248,,S152,Simbad,198.2694,-63.014,1
2G0276130+0002835,27.6131,0.0284,0.04,0.23,0.17,0.2,0.04,15,56,0.68,0.41,0.17,R,,,,,,Simbad,280.4033,-4.7193,1
2G0431867-0052140,43.1868,-0.5214,0.15,0.46,0.32,0.39,0.09,47,84,0.72,0.11,0.5,R,,1G043185-005229,G043.185-00.525,8.1,,Simbad,288.0435,8.8754,1
2G0508458+0033876,50.8458,0.3388,0.15,0.43,0.34,0.39,0.09,47,101,0.61,,0.2,C,,,G050.849+00.334,,,Simbad,290.9341,16.0479,1
2G0509273-0070122,50.9273,-0.7012,0.61,1.29,0.89,1.11,0.52,16,111,0.72,0.18,0.13,R,,1G050928-007067,G050.927-00.709,,,Simbad,291.9257,15.6257,1
2G3387105+0064497,338.7105,0.645,0.43,1.74,1.33,1.55,0.31,41,83,0.64,0.16,0.54,R,,1G338712+006434,G338.706+00.645,4.3,,Simbad,249.8407,-45.7953,1
2G3221785+0062739,322.1786,0.6274,0.65,1.29,0.7,1.04,0.31,38,57,0.84,,0.22,C,,,G322.162+00.625,3.5,,Simbad,229.6838,-56.6368,1
2G0059770-0042570,5.977,-0.4257,0.1,0.43,0.35,0.39,0.09,90,88,0.58,0.08,0.09,C,D,1G005977-004255,G005.975-00.431,,,Simbad,270.2083,-24.0039,1
2G3368706-0037659,336.8707,-0.3766,0.09,0.43,0.31,0.37,0.06,7,74,0.69,0.2,0.29,R,,1G336871-003769,G336.871-00.377,,,Simbad,249.152,-47.8462,1
2G0522060+0072073,52.2061,0.7207,0.06,0.32,0.22,0.27,0.06,120,124,0.72,0.17,0.22,R,,1G052205+007216,,,N112,Simbad,291.2553,17.4268,1
2G0230122-0041968,23.0123,-0.4197,0.09,0.31,0.27,0.29,0.06,1,100,0.46,0.24,0.19,R,,1G023012-004196,G023.011-00.421,,,Simbad,278.6772,-9.0126,1
2G3399589+0005231,339.959,0.0523,0.46,0.65,0.4,0.54,0.26,12,86,0.79,0.09,0.11,C,,1G339960+000532,G339.952+00.052,,,Simbad,251.6493,-45.2436,1
2G0371955-0042961,37.1955,-0.4296,0.1,0.43,0.38,0.4,0.1,59,88,0.46,0.28,0.56,R,D,1G037196-004296,G037.200-00.430,11.0,,Simbad,285.1893,3.5974,1
2G0120000-0023993,12.0,-0.2399,0.85,1.88,1.23,1.59,0.44,51,89,0.75,0.2,0.55,R,,1G011998-002399,G011.995-00.246,,,Simbad,273.1878,-18.6546,1
2G3091763-0002725,309.1763,-0.0272,0.22,0.49,0.29,0.4,0.19,22,149,0.8,0.18,0.12,R,,,G309.176-00.028,,,Simbad,206.3653,-62.2422,1
2G3313186-0035664,331.3186,-0.3567,0.82,1.94,1.48,1.72,0.45,25,93,0.65,0.29,0.47,R,,1G331330-003571,G331.338-00.365,4.1,S62,Simbad,243.0943,-51.7946,1
2G3412823-0034503,341.2823,-0.345,0.74,2.16,1.7,1.94,0.52,33,97,0.62,0.26,0.61,R,,1G341283-003407,G341.283-00.353,,S23,Simbad,253.2761,-44.4823,1
2G3315381-0030895,331.5381,-0.309,0.09,0.34,0.25,0.3,0.15,7,76,0.67,0.23,0.09,R,,1G331539-003084,G331.538-00.308,,,Simbad,243.2996,-51.6095,1
2G3159795-0018124,315.9795,-0.1812,0.37,0.89,0.79,0.84,0.3,27,109,0.47,0.33,0.29,R,,1G315980-001816,G315.982-00.184,,S115,Simbad,219.9477,-60.2789,1
2G3477699+0014587,347.77,0.1459,0.44,1.42,1.27,1.35,0.28,81,104,0.46,0.08,0.15,R,,1G347784+001552,G347.770+00.144,,,Simbad,258.0728,-39.0449,1
2G3094673-0010358,309.4673,-0.1036,0.16,0.46,0.4,0.43,0.22,33,102,0.52,0.15,0.13,R,,1G309467-001070,G309.468-00.105,,,Simbad,207.0108,-62.2549,1
2G0131364+0005941,13.1364,0.0594,0.19,0.36,0.26,0.31,0.11,45,99,0.69,0.08,0.12,C,,1G013134+000580,G013.135+00.058,,,Simbad,273.4843,-17.5137,1
2G0198195-0032265,19.8196,-0.3226,0.13,0.66,0.55,0.61,0.14,54,90,0.54,0.12,0.1,C,,,G019.821-00.325,3.5,,Simbad,277.0883,-11.7983,1
2G0293708-0031661,29.3709,-0.3166,0.15,0.45,0.4,0.42,0.11,19,89,0.46,0.24,0.09,R,,1G029371-003162,G029.371-00.317,,,Simbad,281.5162,-3.3134,1
2G3224180+0020660,322.418,0.2066,0.06,0.34,0.19,0.27,0.08,36,148,0.82,0.2,0.39,R,,1G322418+002071,G322.419+00.208,,S87,Simbad,230.4649,-56.8626,1
2G3281431+0018876,328.1432,0.1888,0.86,0.82,0.55,0.7,0.45,31,95,0.74,0.05,0.09,C,,,G328.146+00.185,,,Simbad,238.5728,-53.4853,1
2G3285736-0055654,328.5737,-0.5565,0.16,0.76,0.68,0.72,0.1,3,128,0.44,0.24,0.38,R,,1G328574-005568,G328.574-00.562,3.4,,Simbad,239.938,-53.7777,1
2G0127511-0014385,12.7512,-0.1439,0.52,2.37,1.67,2.05,0.37,1,130,0.71,0.09,0.46,R,,1G012765-001320,G012.761-00.133,,,Simbad,273.4782,-17.9492,1
2G0144796-0000319,14.4797,-0.0032,0.13,0.36,0.34,0.35,0.08,32,86,0.32,0.28,0.16,R,,1G014480-000009,G014.478-00.006,,,Simbad,274.2114,-16.3628,1
2G0299071-0002309,29.9071,-0.0231,0.16,0.89,0.63,0.78,0.1,178,49,0.7,,0.21,C,,,G029.901-00.029,,,Simbad,281.4998,-2.7023,1
2G0454086-0050992,45.4087,-0.5099,0.25,0.65,0.39,0.54,0.16,55,56,0.8,,0.22,C,,1G045409-005108,G045.406-00.513,,,Simbad,289.0806,10.8484,1
2G3269599-0057718,326.96,-0.5772,0.14,0.69,0.6,0.65,0.12,6,103,0.51,0.15,0.2,R,,1G326959-005761,G326.960-00.578,,,Simbad,237.8369,-54.8273,1
2G3450602-0074522,345.0602,-0.7452,1.99,7.97,5.75,6.95,1.46,67,154,0.69,0.17,0.41,R,,1G345072-007685,G345.094-00.779,,S13,Simbad,256.8985,-41.7537,1
2G0273369+0017822,27.337,0.1782,0.35,1.47,0.9,1.22,0.24,59,67,0.79,,0.27,C,,1G027335+001852,G027.336+00.184,,,Simbad,280.1428,-4.8962,1
2G0611390-0089689,61.1391,-0.8969,0.36,1.49,1.08,1.3,0.21,170,85,0.69,,0.42,C,,1G061141-008957,G061.144-00.891,8.3,,Simbad,297.4541,24.4232,1
2G3087116+0062461,308.7116,0.6246,0.98,5.76,4.52,5.18,0.91,49,59,0.62,0.32,0.66,R,P,1G308715+006317,G308.713+00.646,5.3,S145 S144,Simbad,205.1209,-61.6955,1
2G3532799-0047782,353.28,-0.4778,0.29,1.1,0.87,0.99,0.39,33,114,0.61,0.2,0.4,R,,1G353280-004780,G353.277-00.480,,CS58,Simbad,262.6418,-34.8691,1
